# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
3.02          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.03          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.04          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.05          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.06          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.07          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.08          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.09          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.1           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.11          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.12          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.13          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.14          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.15          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.16          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.17          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.18          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.19          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.2           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.21          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.22          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.23          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.24          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.25          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.26          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.27          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.28          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.29          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.3           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.31          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.32          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.33          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.34          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.35          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.36          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.37          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.38          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.39          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.4           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.41          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.42          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.43          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.44          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.45          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.46          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.47          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.48          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.49          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.5           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.51          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.52          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.53          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.54          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.55          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.56          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.57          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.58          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.59          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.6           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.61          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.62          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.63          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.64          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.65          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.66          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.67          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.68          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.69          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.7           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.71          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.72          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.73          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.74          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.75          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.76          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.77          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.78          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.79          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.8           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.81          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.82          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.83          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.84          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.85          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.86          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.87          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.88          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.89          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.9           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.91          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.92          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.93          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.94          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.95          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.96          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.97          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.98          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.99          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.01          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.02          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.03          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.04          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.05          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.06          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.07          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.08          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.09          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.1           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.11          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.12          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.13          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.14          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.15          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.16          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.17          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.18          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.19          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.2           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.21          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.22          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.23          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.24          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.25          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.26          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.27          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.28          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.29          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.3           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.31          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.32          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.33          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.34          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.35          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.36          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.37          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.38          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.39          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.4           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.41          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.42          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.43          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.44          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.45          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.46          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.47          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.48          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.49          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.5           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.51          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.52          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.53          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.54          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.55          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.56          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.57          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.58          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.59          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.6           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.61          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.62          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.63          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.64          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.65          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.66          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.67          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.68          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.69          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.7           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.71          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.72          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.73          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.74          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.75          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.76          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.77          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.78          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.79          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.8           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.81          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.82          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.83          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.84          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.85          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.86          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.87          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.88          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.89          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.9           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.91          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.92          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.93          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.94          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.95          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.96          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.97          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.98          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.99          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.01          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.02          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.03          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.04          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.05          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.06          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.07          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.08          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.09          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.1           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.11          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.12          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.13          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.14          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.15          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.16          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.17          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.18          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.19          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.2           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.21          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.22          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.23          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.24          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.25          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.26          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.27          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.28          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.29          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.3           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.31          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.32          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.33          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.34          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.35          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.36          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.37          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.38          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.39          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.4           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.41          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.42          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.43          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.44          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.45          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.46          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.47          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.48          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.49          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.5           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.51          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.52          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.53          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.54          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.55          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.56          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.57          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.58          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.59          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.6           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.61          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.62          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.63          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.64          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.65          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.66          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.67          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.68          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.69          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.7           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.71          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.72          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.73          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.74          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.75          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.76          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.77          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.78          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.79          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.8           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.81          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.82          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.83          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.84          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.85          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.86          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.87          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.88          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.89          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.9           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.91          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.92          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.93          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.94          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.95          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.96          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.97          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.98          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.99          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.01          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.02          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.03          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.04          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.05          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.06          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.07          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
